example_id,criterion_index,criterion_name,max_score,rater_id,score,answer_id,image_file,question,model_answer,rubric_levels
343_c3,3,Clarity & Presentation,4.0,rater2,,343,images/343.png,"Question 1. You are given the following values: 12, -5.4, 10000, 3.14, 0, 87, -200, 45.6, 999, 1.2. Choose the most efficient among Counting Sort, Radix Sort, or Bucket Sort for this dataset. Justify your selection and state the time and space complexity of all three algorithms.
2. A directed weighted graph is given below. Determine whether the graph contains a negative cycle using a step-by-step solution. Graph (text form): Vertices = {A, B, C, D}; Edges = A→B (4), B→C (-6), C→D (2), D→B (1), A→D (5).
3. You are given coin denominations: 1, 3, 4, 5. Find the minimum number of coins required to make 10 taka. Show the DP table and derive the final answer.","Answer 1: Bucket Sort is the most efficient for this dataset because it contains floating-point numbers and a wide range of values including negatives. Counting Sort is not suitable due to large range and non-integers, and Radix Sort is inefficient for floating-point values. Time Complexity: Counting Sort = O(n + k), Space = O(k); Radix Sort = O(d(n + k)), Space = O(n + k); Bucket Sort = O(n + k) average, worst O(n²), Space = O(n + k). Therefore, Bucket Sort is preferred.
Answer 2: Using Bellman-Ford algorithm: Step 1 initialize distances (A=0, others=∞). Step 2 relax edges repeatedly: A→B (4), B→C (-6), C→D (2), D→B (1). After V-1 iterations, distances keep decreasing due to cycle B→C→D→B with total weight (-6 + 2 + 1 = -3). Step 3 one more relaxation still reduces distance, confirming a negative cycle exists. Therefore, the graph contains a negative cycle.
Answer 3: Using Dynamic Programming: Let dp[x] = minimum coins to make x. Initialize dp[0]=0. Fill table up to 10: dp[1]=1, dp[2]=2, dp[3]=1, dp[4]=1, dp[5]=1, dp[6]=2, dp[7]=2, dp[8]=2, dp[9]=2, dp[10]=2. Minimum coins for 10 = 2 (5+5 or 4+3+3 is larger). Final answer: 2 coins.
Rubrics","Excellent (4): Very clear, neat diagrams/tables, strong justification | Good (3): Clear explanation | Average (2): Understandable but not neat | Poor (1): Poorly organized"
99_c0,0,Concept of Histogram Equalization,4.0,rater2,,99,images/99.png,Question Q9: Explain necessity of histogram equalization and histogram matching in Image Processing. (10 Marks),"Definition of Histogram Equalization

Histogram Equalization is a technique used in image processing to enhance the contrast of an image by redistributing its intensity values so that they are spread more uniformly across the entire range.
Necessity of Histogram Equalization

Histogram equalization is necessary for several important reasons:

Contrast Enhancement: Many images suffer from low contrast where pixel values are concentrated in a narrow range. Histogram equalization spreads these values, improving contrast.
Better Visibility of Details: It enhances details in dark or bright regions, making features more distinguishable.
Improved Image Interpretation: Useful in applications like medical imaging (e.g., X-rays, MRI), remote sensing, and surveillance systems.
Preprocessing Step: Helps improve the performance of further image processing tasks such as segmentation and feature extraction.
Definition of Histogram Matching

Histogram Matching (also called histogram specification) is a technique where the histogram of an input image is transformed to match the histogram of a reference image.
Necessity of Histogram Matching
Histogram matching is important due to the following reasons:
Consistency Across Images: Ensures uniform appearance between multiple images.
Handling Lighting Variations: Useful when images are captured under different lighting conditions.
Improved Comparison: Makes image comparison more reliable by normalizing intensity distributions.
Better Performance in ML Systems: Enhances accuracy in image recognition and machine learning models.
Image Normalization: Helps in standardizing datasets for analysis.
Rubrics for Digital Image Processing",Excellent (4): Clearly defines and explains redistribution of intensity values with purpose of contrast enhancement | Good (3): Correct but missing one key aspect | Average (2): Basic idea present but unclear | Poor (1): Incorrect or missing definition
99_c1,1,Necessity of Histogram Equalization,4.0,rater2,,99,images/99.png,Question Q9: Explain necessity of histogram equalization and histogram matching in Image Processing. (10 Marks),"Definition of Histogram Equalization

Histogram Equalization is a technique used in image processing to enhance the contrast of an image by redistributing its intensity values so that they are spread more uniformly across the entire range.
Necessity of Histogram Equalization

Histogram equalization is necessary for several important reasons:

Contrast Enhancement: Many images suffer from low contrast where pixel values are concentrated in a narrow range. Histogram equalization spreads these values, improving contrast.
Better Visibility of Details: It enhances details in dark or bright regions, making features more distinguishable.
Improved Image Interpretation: Useful in applications like medical imaging (e.g., X-rays, MRI), remote sensing, and surveillance systems.
Preprocessing Step: Helps improve the performance of further image processing tasks such as segmentation and feature extraction.
Definition of Histogram Matching

Histogram Matching (also called histogram specification) is a technique where the histogram of an input image is transformed to match the histogram of a reference image.
Necessity of Histogram Matching
Histogram matching is important due to the following reasons:
Consistency Across Images: Ensures uniform appearance between multiple images.
Handling Lighting Variations: Useful when images are captured under different lighting conditions.
Improved Comparison: Makes image comparison more reliable by normalizing intensity distributions.
Better Performance in ML Systems: Enhances accuracy in image recognition and machine learning models.
Image Normalization: Helps in standardizing datasets for analysis.
Rubrics for Digital Image Processing",Excellent (4): Clearly explains multiple valid reasons with examples/applications | Good (3): Explains most reasons but misses one important point | Average (2): Limited explanation | Poor (1): Incorrect or irrelevant explanation
99_c2,2,Concept of Histogram Matching,4.0,rater2,,99,images/99.png,Question Q9: Explain necessity of histogram equalization and histogram matching in Image Processing. (10 Marks),"Definition of Histogram Equalization

Histogram Equalization is a technique used in image processing to enhance the contrast of an image by redistributing its intensity values so that they are spread more uniformly across the entire range.
Necessity of Histogram Equalization

Histogram equalization is necessary for several important reasons:

Contrast Enhancement: Many images suffer from low contrast where pixel values are concentrated in a narrow range. Histogram equalization spreads these values, improving contrast.
Better Visibility of Details: It enhances details in dark or bright regions, making features more distinguishable.
Improved Image Interpretation: Useful in applications like medical imaging (e.g., X-rays, MRI), remote sensing, and surveillance systems.
Preprocessing Step: Helps improve the performance of further image processing tasks such as segmentation and feature extraction.
Definition of Histogram Matching

Histogram Matching (also called histogram specification) is a technique where the histogram of an input image is transformed to match the histogram of a reference image.
Necessity of Histogram Matching
Histogram matching is important due to the following reasons:
Consistency Across Images: Ensures uniform appearance between multiple images.
Handling Lighting Variations: Useful when images are captured under different lighting conditions.
Improved Comparison: Makes image comparison more reliable by normalizing intensity distributions.
Better Performance in ML Systems: Enhances accuracy in image recognition and machine learning models.
Image Normalization: Helps in standardizing datasets for analysis.
Rubrics for Digital Image Processing",Excellent (4): Clearly explains transformation using reference histogram | Good (3): Correct but lacks one key detail | Average (2): Partial understanding | Poor (1): Incorrect or missing
99_c3,3,Necessity of Histogram Matching,4.0,rater2,,99,images/99.png,Question Q9: Explain necessity of histogram equalization and histogram matching in Image Processing. (10 Marks),"Definition of Histogram Equalization

Histogram Equalization is a technique used in image processing to enhance the contrast of an image by redistributing its intensity values so that they are spread more uniformly across the entire range.
Necessity of Histogram Equalization

Histogram equalization is necessary for several important reasons:

Contrast Enhancement: Many images suffer from low contrast where pixel values are concentrated in a narrow range. Histogram equalization spreads these values, improving contrast.
Better Visibility of Details: It enhances details in dark or bright regions, making features more distinguishable.
Improved Image Interpretation: Useful in applications like medical imaging (e.g., X-rays, MRI), remote sensing, and surveillance systems.
Preprocessing Step: Helps improve the performance of further image processing tasks such as segmentation and feature extraction.
Definition of Histogram Matching

Histogram Matching (also called histogram specification) is a technique where the histogram of an input image is transformed to match the histogram of a reference image.
Necessity of Histogram Matching
Histogram matching is important due to the following reasons:
Consistency Across Images: Ensures uniform appearance between multiple images.
Handling Lighting Variations: Useful when images are captured under different lighting conditions.
Improved Comparison: Makes image comparison more reliable by normalizing intensity distributions.
Better Performance in ML Systems: Enhances accuracy in image recognition and machine learning models.
Image Normalization: Helps in standardizing datasets for analysis.
Rubrics for Digital Image Processing",Excellent (4): Clearly explains multiple uses including consistency and ML applications | Good (3): Some correct points but incomplete | Average (2): Limited explanation | Poor (1): Incorrect or irrelevant explanation
189_c0,0,Understanding of schema and instance (2),2.0,rater2,,189,images/189.png,"Define schema and instance in a database system.

Then, explain the following types of keys with suitable examples:
- Super Key
- Candidate Key
- Primary Key
- Unique Key
- Composite Key

Finally, consider the relation:
Student(SID, Name, Email, Phone)

Assume:
- Each student has a unique SID
- Email is also unique
- Multiple students may have the same name

Identify all possible keys for this relation and briefly justify your answer.","Answer 1: Schema and Instance

A schema is the logical structure of a database that defines tables, attributes, and relationships. It is stable and does not change frequently.
An instance is the actual data stored in the database at a specific moment in time.

Example:
Schema: Student(SID, Name, Email, Phone)
Instance: (1, Rahim, rahim@gmail.com
, 017xxx)

Types of Keys
Super Key: Any set of attributes that uniquely identifies a record.
Example: {SID}, {Email}, {SID, Name}
Candidate Key: Minimal super key (no redundant attribute).
Example: {SID}, {Email}
Primary Key: Selected candidate key used to uniquely identify records.
Example: SID
Unique Key: Ensures uniqueness but may allow NULL values.
Example: Email
Composite Key: A key made using more than one attribute.
Example: (SID, Phone) in some cases
Given Relation: Student(SID, Name, Email, Phone)
Candidate Keys: SID, Email (both are unique)
Super Keys: Any combination containing SID or Email
Example: {SID}, {Email}, {SID, Name}, {Email, Phone}
Primary Key: SID (assumed)
Unique Key: Email
Composite Key: Not required here since single attributes are already unique

Answer 2: Schema vs Instance

Schema defines the structure of a database (tables, attributes, constraints). It is like a blueprint.
Instance is the actual data stored in the database at a specific time.

Example:
Schema: Student(SID, Name, Email, Phone)
Instance: (101, Karim, karim@gmail.com
, 018xxx)

Types of Keys
Super Key: A set of attributes that can uniquely identify a tuple.
Example: SID or (SID, Name)
Candidate Key: A minimal version of super key with no extra attribute.
Example: SID, Email
Primary Key: Chosen candidate key for identification.
Example: SID
Unique Key: Ensures all values are unique (can be multiple per table).
Example: Email
Composite Key: A key formed by combining multiple attributes.
Example: (SID, Name) if needed
Keys in Given Relation

Student(SID, Name, Email, Phone)

SID → unique → candidate key
Email → unique → candidate key
Name → not unique
Phone → not unique

✔ Candidate Keys: SID, Email
✔ Primary Key: SID
✔ Super Keys: Any set containing SID or Email
✔ Unique Key: Email
Answer 3: Schema and Instance

A schema represents the structure of the database including table design and attributes.
An instance represents the current set of data stored in the database.

Example:
Schema: Student(SID, Name, Email, Phone)
Instance: (201, Hasan, hasan@gmail.com
, 017xxx)

Types of Keys
Super Key: Any attribute or combination that uniquely identifies a row.
Example: SID, Email, (SID, Phone)
Candidate Key: A minimal super key used for unique identification.
Example: SID, Email
Primary Key: Selected candidate key to uniquely identify records.
Example: SID
Unique Key: Ensures uniqueness of values; multiple allowed per table.
Example: Email
Composite Key: Combination of multiple attributes used as a key.
Example: (SID, Name)
Key Identification in Student Relation

Student(SID, Name, Email, Phone)

SID is unique → Candidate Key
Email is unique → Candidate Key
Name is not unique
Phone is not unique

✔ Candidate Keys: SID, Email
✔ Primary Key: SID (chosen)
✔ Super Keys: SID, Email, and their combinations
✔ Unique Key: Email
✔ Composite Key: Not necessary in this relation
Rubrics",Excellent (2-4): Clearly defines schema and instance with correct distinction and suitable example | Good(1-3):  Mostly correct definitions with minor confusion or weak example | Average (0.5-1):  Basic idea but unclear or partially incorrect | Poor(0-0.3):  Incorrect or missing understanding
189_c1,1,Explanation of different types of keys with examples (4),4.0,rater2,,189,images/189.png,"Define schema and instance in a database system.

Then, explain the following types of keys with suitable examples:
- Super Key
- Candidate Key
- Primary Key
- Unique Key
- Composite Key

Finally, consider the relation:
Student(SID, Name, Email, Phone)

Assume:
- Each student has a unique SID
- Email is also unique
- Multiple students may have the same name

Identify all possible keys for this relation and briefly justify your answer.","Answer 1: Schema and Instance

A schema is the logical structure of a database that defines tables, attributes, and relationships. It is stable and does not change frequently.
An instance is the actual data stored in the database at a specific moment in time.

Example:
Schema: Student(SID, Name, Email, Phone)
Instance: (1, Rahim, rahim@gmail.com
, 017xxx)

Types of Keys
Super Key: Any set of attributes that uniquely identifies a record.
Example: {SID}, {Email}, {SID, Name}
Candidate Key: Minimal super key (no redundant attribute).
Example: {SID}, {Email}
Primary Key: Selected candidate key used to uniquely identify records.
Example: SID
Unique Key: Ensures uniqueness but may allow NULL values.
Example: Email
Composite Key: A key made using more than one attribute.
Example: (SID, Phone) in some cases
Given Relation: Student(SID, Name, Email, Phone)
Candidate Keys: SID, Email (both are unique)
Super Keys: Any combination containing SID or Email
Example: {SID}, {Email}, {SID, Name}, {Email, Phone}
Primary Key: SID (assumed)
Unique Key: Email
Composite Key: Not required here since single attributes are already unique

Answer 2: Schema vs Instance

Schema defines the structure of a database (tables, attributes, constraints). It is like a blueprint.
Instance is the actual data stored in the database at a specific time.

Example:
Schema: Student(SID, Name, Email, Phone)
Instance: (101, Karim, karim@gmail.com
, 018xxx)

Types of Keys
Super Key: A set of attributes that can uniquely identify a tuple.
Example: SID or (SID, Name)
Candidate Key: A minimal version of super key with no extra attribute.
Example: SID, Email
Primary Key: Chosen candidate key for identification.
Example: SID
Unique Key: Ensures all values are unique (can be multiple per table).
Example: Email
Composite Key: A key formed by combining multiple attributes.
Example: (SID, Name) if needed
Keys in Given Relation

Student(SID, Name, Email, Phone)

SID → unique → candidate key
Email → unique → candidate key
Name → not unique
Phone → not unique

✔ Candidate Keys: SID, Email
✔ Primary Key: SID
✔ Super Keys: Any set containing SID or Email
✔ Unique Key: Email
Answer 3: Schema and Instance

A schema represents the structure of the database including table design and attributes.
An instance represents the current set of data stored in the database.

Example:
Schema: Student(SID, Name, Email, Phone)
Instance: (201, Hasan, hasan@gmail.com
, 017xxx)

Types of Keys
Super Key: Any attribute or combination that uniquely identifies a row.
Example: SID, Email, (SID, Phone)
Candidate Key: A minimal super key used for unique identification.
Example: SID, Email
Primary Key: Selected candidate key to uniquely identify records.
Example: SID
Unique Key: Ensures uniqueness of values; multiple allowed per table.
Example: Email
Composite Key: Combination of multiple attributes used as a key.
Example: (SID, Name)
Key Identification in Student Relation

Student(SID, Name, Email, Phone)

SID is unique → Candidate Key
Email is unique → Candidate Key
Name is not unique
Phone is not unique

✔ Candidate Keys: SID, Email
✔ Primary Key: SID (chosen)
✔ Super Keys: SID, Email, and their combinations
✔ Unique Key: Email
✔ Composite Key: Not necessary in this relation
Rubrics","Excellent (2-4): Clearly explains all keys (super, candidate, primary, unique, composite) with correct and relevant examples | Good(1-3):  Explains most keys correctly with minor missing details or weak examples | Average (0.5-1):  Partial explanation; missing some keys or unclear examples | Poor(0-0.3):  Incorrect or very incomplete explanations"
189_c2,2,Correct identification of keys in given relation (2),2.0,rater2,,189,images/189.png,"Define schema and instance in a database system.

Then, explain the following types of keys with suitable examples:
- Super Key
- Candidate Key
- Primary Key
- Unique Key
- Composite Key

Finally, consider the relation:
Student(SID, Name, Email, Phone)

Assume:
- Each student has a unique SID
- Email is also unique
- Multiple students may have the same name

Identify all possible keys for this relation and briefly justify your answer.","Answer 1: Schema and Instance

A schema is the logical structure of a database that defines tables, attributes, and relationships. It is stable and does not change frequently.
An instance is the actual data stored in the database at a specific moment in time.

Example:
Schema: Student(SID, Name, Email, Phone)
Instance: (1, Rahim, rahim@gmail.com
, 017xxx)

Types of Keys
Super Key: Any set of attributes that uniquely identifies a record.
Example: {SID}, {Email}, {SID, Name}
Candidate Key: Minimal super key (no redundant attribute).
Example: {SID}, {Email}
Primary Key: Selected candidate key used to uniquely identify records.
Example: SID
Unique Key: Ensures uniqueness but may allow NULL values.
Example: Email
Composite Key: A key made using more than one attribute.
Example: (SID, Phone) in some cases
Given Relation: Student(SID, Name, Email, Phone)
Candidate Keys: SID, Email (both are unique)
Super Keys: Any combination containing SID or Email
Example: {SID}, {Email}, {SID, Name}, {Email, Phone}
Primary Key: SID (assumed)
Unique Key: Email
Composite Key: Not required here since single attributes are already unique

Answer 2: Schema vs Instance

Schema defines the structure of a database (tables, attributes, constraints). It is like a blueprint.
Instance is the actual data stored in the database at a specific time.

Example:
Schema: Student(SID, Name, Email, Phone)
Instance: (101, Karim, karim@gmail.com
, 018xxx)

Types of Keys
Super Key: A set of attributes that can uniquely identify a tuple.
Example: SID or (SID, Name)
Candidate Key: A minimal version of super key with no extra attribute.
Example: SID, Email
Primary Key: Chosen candidate key for identification.
Example: SID
Unique Key: Ensures all values are unique (can be multiple per table).
Example: Email
Composite Key: A key formed by combining multiple attributes.
Example: (SID, Name) if needed
Keys in Given Relation

Student(SID, Name, Email, Phone)

SID → unique → candidate key
Email → unique → candidate key
Name → not unique
Phone → not unique

✔ Candidate Keys: SID, Email
✔ Primary Key: SID
✔ Super Keys: Any set containing SID or Email
✔ Unique Key: Email
Answer 3: Schema and Instance

A schema represents the structure of the database including table design and attributes.
An instance represents the current set of data stored in the database.

Example:
Schema: Student(SID, Name, Email, Phone)
Instance: (201, Hasan, hasan@gmail.com
, 017xxx)

Types of Keys
Super Key: Any attribute or combination that uniquely identifies a row.
Example: SID, Email, (SID, Phone)
Candidate Key: A minimal super key used for unique identification.
Example: SID, Email
Primary Key: Selected candidate key to uniquely identify records.
Example: SID
Unique Key: Ensures uniqueness of values; multiple allowed per table.
Example: Email
Composite Key: Combination of multiple attributes used as a key.
Example: (SID, Name)
Key Identification in Student Relation

Student(SID, Name, Email, Phone)

SID is unique → Candidate Key
Email is unique → Candidate Key
Name is not unique
Phone is not unique

✔ Candidate Keys: SID, Email
✔ Primary Key: SID (chosen)
✔ Super Keys: SID, Email, and their combinations
✔ Unique Key: Email
✔ Composite Key: Not necessary in this relation
Rubrics",Excellent (2-4):  Correctly identifies all valid keys with proper justification | Good(1-3):  Mostly correct identification but weak justification | Average (0.5-1):  Partially correct identification | Poor(0-0.3): Incorrect or missing identification
189_c3,3,Clear and organized writing (2),2.0,rater2,,189,images/189.png,"Define schema and instance in a database system.

Then, explain the following types of keys with suitable examples:
- Super Key
- Candidate Key
- Primary Key
- Unique Key
- Composite Key

Finally, consider the relation:
Student(SID, Name, Email, Phone)

Assume:
- Each student has a unique SID
- Email is also unique
- Multiple students may have the same name

Identify all possible keys for this relation and briefly justify your answer.","Answer 1: Schema and Instance

A schema is the logical structure of a database that defines tables, attributes, and relationships. It is stable and does not change frequently.
An instance is the actual data stored in the database at a specific moment in time.

Example:
Schema: Student(SID, Name, Email, Phone)
Instance: (1, Rahim, rahim@gmail.com
, 017xxx)

Types of Keys
Super Key: Any set of attributes that uniquely identifies a record.
Example: {SID}, {Email}, {SID, Name}
Candidate Key: Minimal super key (no redundant attribute).
Example: {SID}, {Email}
Primary Key: Selected candidate key used to uniquely identify records.
Example: SID
Unique Key: Ensures uniqueness but may allow NULL values.
Example: Email
Composite Key: A key made using more than one attribute.
Example: (SID, Phone) in some cases
Given Relation: Student(SID, Name, Email, Phone)
Candidate Keys: SID, Email (both are unique)
Super Keys: Any combination containing SID or Email
Example: {SID}, {Email}, {SID, Name}, {Email, Phone}
Primary Key: SID (assumed)
Unique Key: Email
Composite Key: Not required here since single attributes are already unique

Answer 2: Schema vs Instance

Schema defines the structure of a database (tables, attributes, constraints). It is like a blueprint.
Instance is the actual data stored in the database at a specific time.

Example:
Schema: Student(SID, Name, Email, Phone)
Instance: (101, Karim, karim@gmail.com
, 018xxx)

Types of Keys
Super Key: A set of attributes that can uniquely identify a tuple.
Example: SID or (SID, Name)
Candidate Key: A minimal version of super key with no extra attribute.
Example: SID, Email
Primary Key: Chosen candidate key for identification.
Example: SID
Unique Key: Ensures all values are unique (can be multiple per table).
Example: Email
Composite Key: A key formed by combining multiple attributes.
Example: (SID, Name) if needed
Keys in Given Relation

Student(SID, Name, Email, Phone)

SID → unique → candidate key
Email → unique → candidate key
Name → not unique
Phone → not unique

✔ Candidate Keys: SID, Email
✔ Primary Key: SID
✔ Super Keys: Any set containing SID or Email
✔ Unique Key: Email
Answer 3: Schema and Instance

A schema represents the structure of the database including table design and attributes.
An instance represents the current set of data stored in the database.

Example:
Schema: Student(SID, Name, Email, Phone)
Instance: (201, Hasan, hasan@gmail.com
, 017xxx)

Types of Keys
Super Key: Any attribute or combination that uniquely identifies a row.
Example: SID, Email, (SID, Phone)
Candidate Key: A minimal super key used for unique identification.
Example: SID, Email
Primary Key: Selected candidate key to uniquely identify records.
Example: SID
Unique Key: Ensures uniqueness of values; multiple allowed per table.
Example: Email
Composite Key: Combination of multiple attributes used as a key.
Example: (SID, Name)
Key Identification in Student Relation

Student(SID, Name, Email, Phone)

SID is unique → Candidate Key
Email is unique → Candidate Key
Name is not unique
Phone is not unique

✔ Candidate Keys: SID, Email
✔ Primary Key: SID (chosen)
✔ Super Keys: SID, Email, and their combinations
✔ Unique Key: Email
✔ Composite Key: Not necessary in this relation
Rubrics","Excellent (2-4):  Very well-structured, logical flow, easy to read | Good(1-3):  Generally clear with minor organization issues | Average (0.5-1): Understandable but poorly structured | Poor(0-0.3):  Disorganized and unclear"
405_c0,0,Supervised Learning,2.5,rater2,,405,images/405.png,"Describe Supervised, Unsupervised, and Reinforcement Machine Learning.","Supervised Learning:
Supervised learning is a type of machine learning in which the model is trained using labeled data. Each input is associated with a correct output, and the model learns to map inputs to outputs by minimizing error using a loss function.
Examples include spam detection, image classification, and regression tasks.
Unsupervised Learning:
Unsupervised learning is a type of machine learning where the model is trained on unlabeled data. It identifies hidden patterns, structures, or relationships within the data.
Common techniques include clustering and dimensionality reduction.
Examples include customer segmentation and anomaly detection.
Reinforcement Learning:
Reinforcement learning is a type of machine learning where an agent interacts with an environment and learns by receiving rewards or penalties. The objective is to learn an optimal policy that maximizes cumulative reward over time.
Examples include game playing, robotics, and self-driving systems.
Rubrics for Machine Learning",Excellent (2.5): Defines clearly AND includes key idea (labeled data + prediction/learning) AND example | Good (2): Correct definition but missing either key idea or example | Average (1.5): Partial understanding (only labeled data mentioned) | Poor (1): Incorrect or missing definition
