model,example_id,criterion_index,run0,run1,run2,run3,run4,mean,std,range
donut,110_c2,2,0.0,1.0,2.0,1.0,1.0,1.0,0.7071067811865476,2.0
donut,117_c0,0,0.0,2.0,1.0,,2.0,1.25,0.9574271077563381,
donut,117_c1,1,1.0,0.0,2.0,,1.0,1.0,0.816496580927726,
donut,117_c2,2,,2.0,,,,2.0,,
donut,119_c0,0,1.0,2.0,1.0,2.0,2.0,1.6,0.5477225575051661,1.0
donut,119_c1,1,,,,,,,,
donut,119_c2,2,2.0,1.0,2.0,2.0,2.0,1.8,0.44721359549995804,1.0
donut,122_c0,0,,2.0,0.0,,,1.0,1.4142135623730951,
donut,122_c1,1,,,,,,,,
donut,122_c2,2,2.0,2.0,,0.0,,1.3333333333333333,1.1547005383792517,
donut,127_c0,0,,2.0,1.0,2.0,2.0,1.75,0.5,
donut,127_c1,1,,,,,,,,
donut,127_c2,2,2.0,2.0,1.0,2.0,2.0,1.8,0.4472135954999579,1.0
donut,12_c0,0,2.5,,,,,2.5,,
donut,12_c1,1,2.5,,,2.5,2.0,2.3333333333333335,0.2886751345948129,
donut,12_c2,2,,,,,,,,
donut,12_c3,3,2.5,2.5,,,,2.5,0.0,
donut,142_c0,0,,,,1.0,,1.0,,
donut,142_c1,1,2.5,1.0,,,,1.75,1.0606601717798212,
donut,142_c2,2,,,2.0,1.0,,1.5,0.7071067811865476,
donut,142_c3,3,,,,,,,,
donut,143_c0,0,2.5,2.0,1.0,1.0,1.0,1.5,0.7071067811865476,1.5
donut,143_c1,1,1.0,,2.5,2.5,1.0,1.75,0.8660254037844386,
donut,143_c2,2,2.0,1.0,,2.0,,1.6666666666666667,0.5773502691896257,
donut,143_c3,3,,,,,,,,
donut,144_c0,0,,,,,,,,
donut,144_c1,1,,,,,,,,
donut,144_c2,2,,2.0,,,1.0,1.5,0.7071067811865476,
donut,144_c3,3,,,,,,,,
donut,146_c0,0,,,,3.0,,3.0,,
donut,146_c1,1,,,2.0,,,2.0,,
donut,146_c2,2,,,,,2.0,2.0,,
donut,146_c3,3,,2.0,,,,2.0,,
donut,147_c0,0,2.0,1.0,,1.0,,1.3333333333333333,0.5773502691896257,
donut,147_c1,1,,,,,,,,
donut,147_c2,2,,2.0,2.0,2.0,1.0,1.75,0.5,
donut,147_c3,3,,1.0,1.0,,2.0,1.3333333333333333,0.5773502691896257,
donut,150_c0,0,,,,,,,,
donut,150_c1,1,1.0,,,,,1.0,,
donut,150_c2,2,,,,,2.0,2.0,,
donut,150_c3,3,,,,,,,,
donut,161_c0,0,,,,,2.5,2.5,,
donut,161_c1,1,,2.0,1.0,,3.0,2.0,1.0,
donut,161_c2,2,2.0,,,2.0,2.0,2.0,0.0,
donut,161_c3,3,,1.0,,,1.0,1.0,0.0,
donut,169_c0,0,,,,,,,,
donut,169_c1,1,,,,,,,,
donut,169_c2,2,,2.0,2.0,2.0,2.0,2.0,0.0,
donut,169_c3,3,,,,,,,,
donut,173_c0,0,2.0,2.0,,,,2.0,0.0,
donut,173_c1,1,,,,1.0,3.0,2.0,1.4142135623730951,
donut,173_c2,2,2.0,1.0,,,,1.5,0.7071067811865476,
donut,173_c3,3,,2.0,1.0,2.0,,1.6666666666666667,0.5773502691896257,
donut,177_c0,0,,,,,,,,
donut,177_c1,1,2.0,,2.0,,,2.0,0.0,
donut,177_c2,2,,,,2.0,,2.0,,
donut,177_c3,3,,,2.0,,,2.0,,
donut,182_c0,0,,,,,,,,
donut,182_c1,1,,,,,0.0,0.0,,
donut,182_c2,2,1.0,0.0,,1.0,2.0,1.0,0.816496580927726,
donut,182_c3,3,,,1.0,,,1.0,,
donut,189_c0,0,,1.0,,2.0,,1.5,0.7071067811865476,
donut,189_c1,1,1.0,0.0,,,,0.5,0.7071067811865476,
donut,189_c2,2,,1.0,1.0,1.0,1.0,1.0,0.0,
donut,189_c3,3,1.0,,,1.0,0.0,0.6666666666666666,0.5773502691896258,
donut,18_c0,0,,,,,,,,
donut,18_c1,1,,,,0.5,,0.5,,
donut,18_c2,2,,,,,,,,
donut,18_c3,3,,,2.0,,,2.0,,
donut,190_c0,0,1.0,,,,,1.0,,
donut,190_c1,1,2.0,,2.0,,1.0,1.6666666666666667,0.5773502691896257,
donut,190_c2,2,,2.0,,,,2.0,,
donut,190_c3,3,,,,,,,,
donut,196_c0,0,,,,,,,,
donut,196_c1,1,1.0,,1.0,,4.0,2.0,1.7320508075688772,
donut,196_c2,2,,1.0,2.0,1.0,,1.3333333333333333,0.5773502691896257,
donut,196_c3,3,,,,,,,,
donut,205_c0,0,2.0,2.0,,1.0,1.0,1.5,0.5773502691896257,
donut,205_c1,1,,2.5,2.5,2.5,1.0,2.125,0.75,
donut,205_c2,2,,,,1.0,,1.0,,
donut,205_c3,3,,,,,,,,
donut,208_c0,0,,,,,,,,
donut,208_c1,1,,,,,,,,
donut,208_c2,2,1.0,2.0,,,1.0,1.3333333333333333,0.5773502691896257,
donut,208_c3,3,0.0,,,,,0.0,,
donut,216_c0,0,,,0.0,,2.0,1.0,1.4142135623730951,
donut,216_c1,1,,,,,,,,
donut,216_c2,2,0.0,,,,1.0,0.5,0.7071067811865476,
donut,216_c3,3,,,,,,,,
donut,216_c4,4,,,,,,,,
donut,222_c0,0,,,2.0,2.0,1.0,1.6666666666666667,0.5773502691896257,
donut,222_c1,1,4.0,1.0,2.0,3.0,1.0,2.2,1.3038404810405297,3.0
donut,222_c2,2,1.0,,2.0,1.0,0.0,1.0,0.816496580927726,
donut,222_c3,3,,1.0,1.0,,1.0,1.0,0.0,
donut,222_c4,4,1.0,,,1.0,1.0,1.0,0.0,
donut,228_c0,0,,,,,,,,
donut,228_c1,1,,,,,,,,
donut,228_c2,2,,,,,,,,
donut,228_c3,3,,,,,,,,
donut,228_c4,4,,,,,,,,
donut,247_c0,0,,,2.0,2.0,,2.0,0.0,
donut,247_c1,1,,,,,,,,
donut,247_c2,2,,,,,,,,
donut,247_c3,3,,,,,,,,
donut,247_c4,4,,,1.0,1.0,,1.0,0.0,
donut,259_c0,0,2.0,,2.0,,,2.0,0.0,
donut,259_c1,1,,,,,,,,
donut,259_c2,2,0.0,,,2.0,2.0,1.3333333333333333,1.1547005383792517,
donut,259_c3,3,,,,,,,,
donut,259_c4,4,,,,,1.0,1.0,,
donut,263_c0,0,,2.0,,,2.0,2.0,0.0,
donut,263_c1,1,,,2.0,1.0,4.0,2.3333333333333335,1.5275252316519465,
donut,263_c2,2,2.0,2.0,0.0,,1.0,1.25,0.9574271077563381,
donut,263_c3,3,,,1.0,0.0,1.0,0.6666666666666666,0.5773502691896258,
donut,263_c4,4,,,,,0.0,0.0,,
donut,264_c0,0,0.0,,,,0.0,0.0,0.0,
donut,264_c1,1,,1.0,1.0,2.0,2.0,1.5,0.5773502691896257,
donut,264_c2,2,,2.0,2.0,2.0,,2.0,0.0,
donut,264_c3,3,1.0,1.0,1.0,,1.0,1.0,0.0,
donut,264_c4,4,,1.0,,,,1.0,,
donut,268_c0,0,,,2.0,,,2.0,,
donut,268_c1,1,,,,,,,,
donut,268_c2,2,,1.0,,,,1.0,,
donut,268_c3,3,,,,1.0,,1.0,,
donut,268_c4,4,,,,,,,,
donut,277_c0,0,,,,0.0,,0.0,,
donut,277_c1,1,,,,2.5,,2.5,,
donut,277_c2,2,,,,,,,,
donut,277_c3,3,,,,,1.0,1.0,,
donut,277_c4,4,,,,,,,,
donut,27_c0,0,,1.0,1.0,,1.0,1.0,0.0,
donut,27_c1,1,0.0,2.0,,1.0,,1.0,1.0,
donut,27_c2,2,2.5,,,2.0,2.5,2.3333333333333335,0.2886751345948129,
donut,27_c3,3,,,2.5,0.0,2.5,1.6666666666666667,1.4433756729740645,
donut,281_c2,2,,,,2.0,2.5,2.25,0.3535533905932738,
donut,281_def,0,2.5,,,,,2.5,,
donut,281_ex,3,,,,2.0,,2.0,,
donut,281_kdd,1,,,,,,,,
donut,287_c2,2,,,,,1.0,1.0,,
donut,287_def,0,,,0.5,,,0.5,,
donut,287_ex,3,,,,,,,,
donut,287_kdd,1,,,1.0,,,1.0,,
donut,291_c2,2,,4.0,1.0,1.0,,2.0,1.7320508075688772,
donut,291_def,0,1.0,1.0,,3.0,1.0,1.5,1.0,
donut,291_ex,3,2.5,,,2.5,,2.5,0.0,
donut,291_kdd,1,4.0,,,,1.0,2.5,2.1213203435596424,
donut,298_c2,2,1.0,0.0,,,4.0,1.6666666666666667,2.0816659994661326,
donut,298_def,0,2.5,,1.0,2.5,2.5,2.125,0.75,
donut,298_ex,3,,2.0,1.0,,2.0,1.6666666666666667,0.5773502691896257,
donut,298_kdd,1,2.5,2.5,,,,2.5,0.0,
donut,301_c2,2,,,1.0,1.0,0.0,0.6666666666666666,0.5773502691896258,
donut,301_def,0,,2.5,2.5,,,2.5,0.0,
donut,301_ex,3,,2.5,,,,2.5,,
donut,301_kdd,1,,,,,,,,
donut,309_c2,2,,,0.0,,2.5,1.25,1.7677669529663689,
donut,309_def,0,,,1.0,,0.0,0.5,0.7071067811865476,
donut,309_ex,3,,,,2.0,,2.0,,
donut,309_kdd,1,0.0,1.0,1.0,2.5,,1.125,1.0307764064044151,
donut,316_c2,2,2.5,,1.0,,2.0,1.8333333333333333,0.7637626158259734,
donut,316_def,0,,,2.0,0.0,1.0,1.0,1.0,
donut,316_ex,3,2.0,,2.0,2.0,1.0,1.75,0.5,
donut,316_kdd,1,,1.0,,1.0,2.5,1.5,0.8660254037844386,
donut,320_c2,2,3.0,,,2.0,3.0,2.6666666666666665,0.5773502691896258,
donut,320_def,0,,2.0,2.0,2.0,,2.0,0.0,
donut,320_ex,3,1.0,,1.0,,,1.0,0.0,
donut,320_kdd,1,1.0,,,1.0,,1.0,0.0,
donut,337_c0,0,,,,,,,,
donut,337_c1,1,,,4.0,3.0,2.0,3.0,1.0,
donut,337_c2,2,,,,,,,,
donut,337_c3,3,,,,,,,,
donut,343_c0,0,,,,,,,,
donut,343_c1,1,,2.0,,1.0,,1.5,0.7071067811865476,
donut,343_c2,2,,,,,,,,
donut,343_c3,3,2.0,2.0,2.0,2.0,4.0,2.4,0.8944271909999159,2.0
donut,347_c0,0,,,1.0,,,1.0,,
donut,347_c1,1,,,,,,,,
donut,347_c2,2,,,,,,,,
donut,347_c3,3,,,,,,,,
donut,351_c0,0,,,,1.0,,1.0,,
donut,351_c1,1,,,,,,,,
donut,351_c2,2,,,,,,,,
donut,351_c3,3,,2.0,1.0,,,1.5,0.7071067811865476,
donut,358_c0,0,,,,,,,,
donut,358_c1,1,,,,,4.0,4.0,,
donut,358_c2,2,,,,,,,,
donut,358_c3,3,,,,,,,,
donut,368_c0,0,,,,,,,,
donut,368_c1,1,1.0,4.0,3.0,,1.0,2.25,1.5,
donut,368_c2,2,,,,,,,,
donut,368_c3,3,,,,1.0,,1.0,,
donut,377_c0,0,,1.0,,,1.0,1.0,0.0,
donut,377_c1,1,1.0,,1.0,,2.0,1.3333333333333333,0.5773502691896257,
donut,377_c2,2,,,,,,,,
donut,377_c3,3,,3.0,2.0,3.0,1.0,2.25,0.9574271077563381,
donut,37_c0,0,,,2.0,,,2.0,,
donut,37_c1,1,,,2.0,2.5,,2.25,0.3535533905932738,
donut,37_c2,2,,,,,,,,
donut,37_c3,3,,,,2.0,2.0,2.0,0.0,
donut,392_c0,0,1.0,,,,1.0,1.0,0.0,
donut,392_c1,1,4.0,,3.0,,,3.5,0.7071067811865476,
donut,392_c2,2,,,,,,,,
donut,392_c3,3,3.0,,,0.0,,1.5,2.1213203435596424,
donut,395_c0,0,,,,,,,,
donut,395_c1,1,,,,4.0,,4.0,,
donut,395_c2,2,,,,,,,,
donut,395_c3,3,0.0,,,,1.0,0.5,0.7071067811865476,
donut,39_c0,0,2.0,2.0,,,,2.0,0.0,
donut,39_c1,1,,2.0,,1.0,2.5,1.8333333333333333,0.7637626158259733,
donut,39_c2,2,,,,,2.0,2.0,,
donut,39_c3,3,,2.0,,,,2.0,,
donut,400_c0,0,,,,,,,,
donut,400_c1,1,,,2.0,,3.0,2.5,0.7071067811865476,
donut,400_c2,2,,,,,,,,
donut,400_c3,3,,,,,,,,
donut,405_c0,0,2.5,,,,,2.5,,
donut,405_c1,1,,,,,,,,
donut,405_c2,2,,,,2.5,,2.5,,
donut,405_c3,3,,,,,,,,
donut,410_c0,0,,,,,,,,
donut,410_c1,1,,,,1.0,,1.0,,
donut,410_c2,2,,,,,,,,
donut,410_c3,3,,,,,,,,
donut,420_c0,0,2.0,,2.0,2.0,2.0,2.0,0.0,
donut,420_c1,1,,1.0,1.0,,,1.0,0.0,
donut,420_c2,2,,2.5,2.0,,2.0,2.1666666666666665,0.2886751345948129,
donut,420_c3,3,,2.5,,2.5,2.5,2.5,0.0,
donut,422_c0,0,,,,,,,,
donut,422_c1,1,,,,,,,,
donut,422_c2,2,,,,,,,,
donut,422_c3,3,,,,,,,,
donut,432_c0,0,,,,,,,,
donut,432_c1,1,1.0,,2.0,1.0,,1.3333333333333333,0.5773502691896257,
donut,432_c2,2,,,,,2.0,2.0,,
donut,432_c3,3,,,,,,,,
donut,440_c0,0,,,0.0,2.5,,1.25,1.7677669529663689,
donut,440_c1,1,,2.0,1.0,1.0,,1.3333333333333333,0.5773502691896257,
donut,440_c2,2,2.0,,2.0,0.0,,1.3333333333333333,1.1547005383792517,
donut,440_c3,3,,,,2.5,2.0,2.25,0.3535533905932738,
donut,441_c0,0,,2.0,,2.5,0.0,1.5,1.3228756555322954,
donut,441_c1,1,2.0,2.0,2.5,2.0,2.5,2.2,0.27386127875258304,0.5
donut,441_c2,2,,,2.0,,,2.0,,
donut,441_c3,3,2.5,2.5,,2.5,,2.5,0.0,
donut,443_c0,0,2.0,,2.0,2.0,1.0,1.75,0.5,
donut,443_c1,1,,,0.0,2.5,2.0,1.5,1.3228756555322954,
donut,443_c2,2,2.5,2.0,1.0,,2.5,2.0,0.7071067811865476,
donut,443_c3,3,,2.0,1.0,,1.0,1.3333333333333333,0.5773502691896257,
donut,463_c0,0,2.0,2.0,,,2.5,2.1666666666666665,0.2886751345948129,
donut,463_c1,1,,2.0,,2.0,,2.0,0.0,
donut,463_c2,2,0.0,,,2.5,2.5,1.6666666666666667,1.4433756729740645,
donut,463_c3,3,,,,,,,,
donut,469_c0,0,,,,,,,,
donut,469_c1,1,,,,,,,,
donut,469_c2,2,,,,,,,,
donut,469_ex,3,,,,,,,,
donut,470_c0,0,,,,,2.0,2.0,,
donut,470_c1,1,2.0,,,,,2.0,,
donut,470_c2,2,,,,,,,,
donut,470_ex,3,,,,,2.0,2.0,,
donut,475_c0,0,2.5,2.5,,,2.5,2.5,0.0,
donut,475_c1,1,,1.0,0.0,,2.0,1.0,1.0,
donut,475_c2,2,,,2.5,,,2.5,,
donut,475_ex,3,2.5,2.0,,1.0,,1.8333333333333333,0.7637626158259733,
donut,479_c0,0,,,,,,,,
donut,479_c1,1,,,1.0,,2.0,1.5,0.7071067811865476,
donut,479_c2,2,,,,,,,,
donut,479_ex,3,,,,1.0,,1.0,,
donut,481_c0,0,2.5,3.0,,2.5,,2.6666666666666665,0.2886751345948129,
donut,481_c1,1,,,2.5,2.0,0.0,1.5,1.3228756555322954,
donut,481_c2,2,,2.0,2.5,,2.0,2.1666666666666665,0.2886751345948129,
donut,481_ex,3,,1.0,2.5,2.0,0.0,1.375,1.1086778913041726,
donut,75_c0,0,2.0,2.0,2.0,,2.5,2.125,0.25,
donut,75_c1,1,2.0,2.0,1.0,2.5,,1.875,0.6291528696058958,
donut,75_c2,2,2.5,,2.0,,,2.25,0.3535533905932738,
donut,75_c3,3,2.0,,,,2.0,2.0,0.0,
donut,99_c0,0,0.0,,,,0.0,0.0,0.0,
donut,99_c1,1,,,0.0,,1.0,0.5,0.7071067811865476,
donut,99_c2,2,0.0,3.0,2.5,2.0,,1.875,1.3149778198382918,
donut,99_c3,3,,3.0,0.0,0.0,,1.0,1.7320508075688772,
